,name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_percentage,ranking_per_event_B
707,Noelia Venet Gallegos,PER,11424,,8.0,1,1,0,0,0,0,0,0,2,0,14,5,0.0,8.0
708,Audrey Miller,USA,1763,,8.0,1,1,0,0,0,0,0,1,3,3,5,5,0.2,8.0
709,Anamaria Bogaciu,ROU,5769,,8.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,8.0
710,Gunel Quliyeva,AZE,6149,,8.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,8.0
711,Hsiu-Ju Lin,TPE,2141,,8.0,3,3,0,0,0,0,0,1,5,6,21,15,0.06666666666666667,2.67
712,Satomi Tachibana,JPN,2341,,7.66,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.66
713,Yelena Grunyashina,KAZ,3363,,7.66,1,1,0,0,0,0,0,2,2,5,5,5,0.4,7.66
714,Annika Pidde,GER,8702,,7.66,2,2,0,0,0,0,0,1,4,1,7,10,0.1,3.83
715,Sue Brumm,USA,6400,,7.57,2,2,0,0,0,0,0,0,1,0,3,10,0.0,3.78
716,Kristina Jellema,CAN,1605,,7.5,2,2,0,0,0,0,0,0,5,0,10,10,0.0,3.75
717,Maggie Hammer,USA,1951,,7.5,1,1,0,0,0,0,0,0,1,0,3,5,0.0,7.5
718,Doriane Saramandif,MRI,12906,,7.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.0
719,Mariana Hanggi Correia,BRA,12902,,7.0,1,1,0,0,0,0,0,0,2,0,9,5,0.0,7.0
720,Polina Kulagina,CFR,175,,7.0,1,1,0,0,0,0,0,0,4,0,26,5,0.0,7.0
721,Jennifer Marie De La Torre ,MEX,11616,,7.0,1,1,0,0,0,0,0,0,1,0,10,5,0.0,7.0
722,Rut Monsech Gasca,ESP,828,,7.0,3,3,0,0,0,0,0,1,4,3,11,15,0.06666666666666667,2.33
723,Anna  Kelly,USA,1957,,7.0,1,1,0,0,0,0,0,0,2,0,4,5,0.0,7.0
724,Florence Grünewald,GER,3121,,7.0,2,2,0,0,0,0,0,2,6,4,11,10,0.2,3.5
725,Louise Flockhart,GBR,742,,6.75,1,1,0,0,0,0,0,1,4,4,9,5,0.2,6.75
726,Lucy Garlick,GBR,12947,,6.75,1,1,0,0,0,0,0,1,4,4,9,5,0.2,6.75
727,Nawoo Choi,KOR,2082,163.0,6.6,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.6
728,Jihyeon Lim,KOR,13559,,6.6,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.6
729,Nur Khalishah,INA,12871,,6.6,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.6
730,Catherine Brunel-Guitton,CAN,6384,,6.5,1,1,0,0,0,0,0,0,1,0,5,5,0.0,6.5
731,Olga Kushch,RUS,127,,6.5,2,2,0,0,0,0,0,1,6,3,21,10,0.1,3.25
732,Karin Kojima ,JPN,2330,,6.5,1,1,0,0,0,0,0,0,2,0,6,5,0.0,6.5
733,Silvia Barrett,SWE,2693,,6.5,1,1,0,0,0,0,0,0,4,0,13,5,0.0,6.5
734,Gayeon Cho,KOR,2081,,6.5,1,1,0,0,0,0,0,0,3,0,13,5,0.0,6.5
735,Eliska Bulenova,CZE,1439,,6.5,1,1,0,0,0,0,0,1,2,1,3,5,0.2,6.5
736,Asami Harada,JPN,2322,,6.5,1,1,0,0,0,0,0,0,3,0,4,5,0.0,6.5
737,Lilly Magditsch,AUS,2539,,6.33,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.33
738,Martina Castro,CHI,13971,,6.33,2,2,0,0,0,0,0,0,3,0,6,10,0.0,3.16
739,Zoe Bitters,USA,14556,,6.33,1,1,0,0,0,0,0,0,3,0,4,5,0.0,6.33
740,Svana Bjarnason,ISL,14483,,6.3,3,3,0,0,0,0,0,1,4,4,11,15,0.06666666666666667,2.1
741,Hoi-Ying To,HKG,2220,,6.28,2,2,0,0,0,0,0,0,0,0,0,10,0.0,3.14
742,Michelle Hulliger,SUI,4301,157.0,6.25,1,1,0,0,0,0,0,0,3,0,5,5,0.0,6.25
743,Luana Riscado,BRA,3137,,6.0,2,2,0,0,0,0,0,1,2,2,3,10,0.1,3.0
744,Arina Jurcenko,CZE,12330,,6.0,1,1,0,0,0,0,0,0,5,0,21,5,0.0,6.0
745,Anna Maria Apel,GER,12336,,6.0,2,2,0,0,0,0,0,0,4,0,11,10,0.0,3.0
746,Sophie Rauberger,GER,6371,,6.0,1,1,0,0,0,0,0,1,3,5,9,5,0.2,6.0
747,Anna Davey,AUS,11459,,6.0,3,3,0,0,0,0,0,2,3,13,17,15,0.13333333333333333,2.0
748,Yuliya Keremedchieva,BUL,2424,,6.0,2,2,0,0,0,0,0,1,4,3,12,10,0.1,3.0
749,Celine Cuypers,BEL,321,,6.0,2,2,0,0,0,0,0,1,6,2,11,10,0.1,3.0
750,Barbara Wójcik,POL,12649,,6.0,1,1,0,0,0,0,0,2,3,6,6,5,0.4,6.0
751,Aliaksandra Misiukevich,BLR,3437,,5.94,5,5,0,0,0,0,0,1,8,2,39,25,0.04,1.19
752,Ashley Veevers,CAN,6386,,5.66,1,1,0,0,0,0,0,0,1,0,6,5,0.0,5.66
753,Adriana Márquez,GUA,6460,,5.66,1,1,0,0,0,0,0,0,0,0,0,5,0.0,5.66
754,Veronique Gosselin,CAN,6385,,5.66,1,1,0,0,0,0,0,0,0,0,0,5,0.0,5.66
755,Nurul Iqamah,INA,3290,,5.66,4,4,0,0,0,0,0,0,5,0,19,20,0.0,1.42
756,Gabby  Lampner,USA,1956,,5.66,1,1,0,0,0,0,0,0,1,0,5,5,0.0,5.66
757,Volha Rak,BLR,3434,,5.5,3,3,0,0,0,0,0,0,3,0,3,15,0.0,1.83
758,Laura Farhat De Araujo Fraga Timo,BRA,12901,,5.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,5.0
759,Chaeyeong Kim,KOR,14031,,5.0,2,2,0,0,0,0,0,1,3,2,8,10,0.1,2.5
760,Tseng-Shun Wong,HKG,2229,,5.0,5,5,0,0,0,0,0,0,6,0,36,25,0.0,1.0
761,Yuki Hiroshige,JPN,2270,,5.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,5.0
762,Esti Tweg,CAN,6387,,5.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,5.0
763,Janka Meyer,GER,2796,,5.0,2,2,0,0,0,0,0,1,5,1,13,10,0.1,2.5
764,Joanne Brinkmann,SUI,4290,,5.0,1,1,0,0,0,0,0,0,3,0,4,5,0.0,5.0
765,Miriam Diez Luengo,ESP,13412,,4.8,2,2,0,0,0,0,0,0,1,0,1,10,0.0,2.4
766,Marcela Avellaneda,COL,7434,,4.75,1,1,0,0,0,0,0,0,1,0,1,5,0.0,4.75
767,Mila Gordeeva,BUL,5767,,4.75,1,1,0,0,0,0,0,0,1,0,1,5,0.0,4.75
768,Barbara Gilic,CRO,7433,,4.75,1,1,0,0,0,0,0,1,2,2,2,5,0.2,4.75
769,Barbora Zitkova,CZE,14291,,4.5,1,1,0,0,0,0,0,0,2,0,12,5,0.0,4.5
770,Amanda Meijering,NED,3604,,4.5,1,1,0,0,0,0,0,2,3,2,7,5,0.4,4.5
771,Alessia Mabboni,ITA,11466,152.0,4.5,1,1,0,0,0,0,0,0,3,0,13,5,0.0,4.5
772,Debbie Zi Jing Tan ,SGP,3658,,4.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,4.0
773,Francesca Matuella,ITA,12523,,4.0,1,1,0,0,0,0,0,0,3,0,5,5,0.0,4.0
774,Claudia Ghisolfi,ITA,860,162.0,4.0,1,1,0,0,0,0,0,1,3,3,3,5,0.2,4.0
775,Olena Shurubor,UKR,6015,,4.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,4.0
776,Sviatlana Fedarkevich,BLR,7435,,4.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,4.0
777,Julia Meijer,NED,3592,,4.0,3,3,0,0,0,0,0,0,9,0,20,15,0.0,1.33
778,Ana-Maria Zaharia ,ROU,2731,,4.0,4,4,0,0,0,0,0,0,9,0,21,20,0.0,1.0
779,Emily Scott,AUS,13510,,4.0,2,2,0,0,0,0,0,1,1,2,1,10,0.1,2.0
780,Bianca Magalhaes De Castro ,BRA,11614,,4.0,3,3,0,0,0,0,0,0,2,0,4,15,0.0,1.33
781,Caterina Dal Zotto,ITA,1039,,3.5,1,1,0,0,0,0,0,2,4,4,11,5,0.4,3.5
782,Noemi Langenkamp,SUI,6417,,3.5,1,1,0,0,0,0,0,0,2,0,2,5,0.0,3.5
783,Olga Niemiec,POL,2841,,3.5,1,1,0,0,0,0,0,1,4,7,14,5,0.2,3.5
784,Aleksandra Miroslaw,POL,2848,162.0,3.46,3,3,0,0,0,0,0,0,1,0,4,15,0.0,1.15
785,Fatma Basoglu Kabran,TUR,4077,,3.33,3,3,0,0,0,0,0,0,3,0,6,15,0.0,1.11
786,Mariia Musienko,RUS,115,,3.33,1,1,0,0,0,0,0,0,3,0,6,5,0.0,3.33
787,Emma Stöver Wollebaek,NOR,3091,,3.25,1,1,0,0,0,0,0,0,1,0,1,5,0.0,3.25
788,Sarah Hay,NZL,3766,,3.25,1,1,0,0,0,0,0,0,0,0,0,5,0.0,3.25
789,Justine Mccarney,CAN,1615,,3.25,1,1,0,0,0,0,0,0,1,0,4,5,0.0,3.25
790,Tove Wåhlin,SWE,2672,,3.16,3,3,0,0,0,0,0,0,5,0,13,15,0.0,1.05
791,Anna Bolius,AUT,12597,,3.0,1,1,0,0,0,0,0,1,3,7,7,5,0.2,3.0
792,Monika Prokopiuk-Kawecka,POL,2842,,3.0,1,1,0,0,0,0,0,1,4,8,15,5,0.2,3.0
793,Sanja-Riia Collin,FIN,2818,,3.0,3,3,0,0,0,0,0,0,4,0,17,15,0.0,1.0
794,Lianet Castillo,VEN,11989,,3.0,2,2,0,0,0,0,0,1,3,3,14,10,0.1,1.5
795,Beatrice Colli,ITA,1024,171.0,3.0,1,1,0,0,0,0,0,0,3,0,5,5,0.0,3.0
796,Kseniia Zakharova,UKR,12563,162.0,3.0,1,1,0,0,0,0,0,0,3,0,8,5,0.0,3.0
797,Jordyn Damasco,AUS,2564,,3.0,1,1,0,0,0,0,0,1,3,5,8,5,0.2,3.0
798,Reyhan Mammadova ,AZE,6255,,3.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,3.0
799,Zhuoying Chen,CHN,2945,,3.0,2,2,0,0,0,0,0,0,4,0,20,10,0.0,1.5
800,Amour Paz,ISR,3981,,3.0,2,2,0,0,0,0,0,1,4,8,10,10,0.1,1.5
801,Patrícia Antunes,BRA,3152,,2.9,2,2,0,0,0,0,0,1,1,1,1,10,0.1,1.45
802,Ema Galeova,CZE,12859,,2.8,2,2,0,0,0,0,0,0,4,0,10,10,0.0,1.4
803,Ariane Franken,AUT,12383,165.0,2.66,1,1,0,0,0,0,0,0,2,0,8,5,0.0,2.66
804,Iuliia Kaplina,RUS,110,,2.66,2,2,0,0,0,0,0,1,1,6,6,10,0.1,1.33
805,Leonie Hofer,ITA,12519,,2.66,1,1,0,0,0,0,0,1,3,8,15,5,0.2,2.66
806,Liana Nicole Mora,PHI,3832,,2.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,2.5
807,Mia Weeda,AUS,11824,,2.0,2,2,0,0,0,0,0,0,2,0,18,10,0.0,1.0
808,Zoé Egli,SUI,3880,164.0,2.0,3,3,0,0,0,0,0,0,8,0,26,15,0.0,0.67
809,Natalie Goh Sihui,SGP,13815,,2.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,2.0
810,Inga Patarcic,CRO,6418,,2.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,2.0
811,Milda Koreivaite,LTU,4368,,2.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,2.0
812,Lucile Saurel,FRA,522,,2.0,1,1,0,0,0,0,0,0,3,0,9,5,0.0,2.0
813,Wai-Mui Ling,HKG,2235,,2.0,3,3,0,0,0,0,0,0,2,0,8,15,0.0,0.67
814,Tereza Siruckova,CZE,1447,,2.0,1,1,0,0,0,0,0,1,2,4,6,5,0.2,2.0
815,Rosa Arnold,FIN,12623,,2.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,2.0
816,Sara Trajkoska,MKD,12939,,2.0,3,3,0,0,0,0,0,0,1,0,9,15,0.0,0.67
817,Camila Macedo,BRA,3142,,2.0,1,1,0,0,0,0,0,0,3,0,20,5,0.0,2.0
818,Alexandra Kateri,GRE,13721,157.0,2.0,2,2,0,0,0,0,0,0,2,0,18,10,0.0,1.0
819,Yael Baharad,ISR,4005,,2.0,1,1,0,0,0,0,0,0,4,0,15,5,0.0,2.0
820,Riley Galloway,CAN,1651,,2.0,1,1,0,0,0,0,0,0,1,0,7,5,0.0,2.0
821,Catalina Achury,COL,7445,,1.85,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.85
822,Enache Catrinel,ROU,7446,,1.85,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.85
823,Margarita Marsanova,USA,6358,,1.85,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.85
824,Lujza Michalková,SVK,12352,,1.66,1,1,0,0,0,0,0,0,2,0,2,5,0.0,1.66
825,Nataliia Stepanova,RUS,77,,1.66,1,1,0,0,0,0,0,0,3,0,6,5,0.0,1.66
826,Mª Carmen Alarcón Grau,ESP,835,,1.5,2,2,0,0,0,0,0,1,2,1,8,10,0.1,0.75
827,Gülay Balik,TUR,4090,,1.4,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.4
828,Assel Marlenova,KAZ,3364,,1.4,2,2,0,0,0,0,0,0,2,0,21,10,0.0,0.7
829,Tetiana Kolkotina,UKR,1517,165.0,1.4,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.4
830,Maryia Vernikouskaya,BLR,3454,,1.4,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.4
831,Peiyang Tian,CHN,2963,,1.28,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.28
832,Edel Lemvik,NOR,3099,,1.16,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.16
833,Roosa Huhtikorpi,FIN,7869,,1.16,1,1,0,0,0,0,0,0,2,0,7,5,0.0,1.16
834,Nikoline Öhrström,DEN,12802,,1.16,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.16
835,Evdoxia - Aikaterini Kallia,GRE,4121,163.0,1.16,2,2,0,0,0,0,0,0,1,0,8,10,0.0,0.58
836,Johanna Sörbom,SWE,8577,,1.16,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.16
837,Choirul Umi C,INA,3328,,1.05,4,4,0,0,0,0,0,0,5,0,16,20,0.0,0.26
838,Aries Susanti Rahayu,INA,3337,,1.05,4,4,0,0,0,0,0,0,0,0,0,20,0.0,0.26
839,Phoebe Kenderdine,NZL,11779,,1.0,2,2,0,0,0,0,0,0,1,0,2,10,0.0,0.5
840,Iris Pamela Duron Antonio,HON,14637,,1.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.5
841,Grecia Daniela Hernandez Guerrero,ESA,14677,,1.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.5
842,Myrto Petalidou,GRE,8565,,1.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,1.0
843,Olga Fedyuk,POR,3790,,1.0,2,2,0,0,0,0,0,0,3,0,17,10,0.0,0.5
844,Vinnith Im,CAM,14644,,1.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.5
845,Rugile Tamosiunaite,LTU,4375,,1.0,2,2,0,0,0,0,0,0,1,0,4,10,0.0,0.5
846,Hannah Hermann,SUI,2792,,1.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,1.0
847,Maja Petrovska,MKD,7449,,1.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.0
848,Maya Klaunzer,AUT,13403,,1.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,1.0
849,Ana Patino,COL,7448,,1.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.0
850,Crina Ochenatu,ROU,2722,,1.0,2,2,0,0,0,0,0,0,4,0,7,10,0.0,0.5
851,Beatriz Coimbra,POR,3785,,1.0,3,3,0,0,0,0,0,0,2,0,4,15,0.0,0.33
852,Eni Malenica,CRO,12688,,1.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,1.0
853,Sarina Ghaffari,IRI,14865,,1.0,1,1,0,0,0,0,0,1,2,5,6,5,0.2,1.0
854,Regina Salazar Puga,MEX,4224,,1.0,1,1,0,0,0,0,0,1,1,3,2,5,0.2,1.0
855,Jil Couture,SUI,12221,,1.0,1,1,0,0,0,0,0,1,2,5,7,5,0.2,1.0
856,Flor De Luna Pazan,COL,7447,,1.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,1.0
857,Cirvele Katrīna,LAT,4159,,1.0,4,4,0,0,0,0,0,1,3,3,8,20,0.05,0.25
858,Veronika Simkova,CZE,1382,,1.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,1.0
859,Rachelle De Charmoy,RSA,11526,,1.0,1,1,0,0,0,0,0,0,2,0,17,5,0.0,1.0
860,Duru Güneş Yalcin,TUR,4087,,0.75,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.75
861,Camila Flores,BRA,13105,,0.75,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.75
862,Carmen Contreras,CHI,3912,,0.75,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.75
863,Kseniya Kopusava,BLR,3444,,0.66,1,1,0,0,0,0,0,0,2,0,9,5,0.0,0.66
864,Lara Özak,TUR,4072,,0.57,3,3,0,0,0,0,0,0,2,0,6,15,0.0,0.19
865,Maria Del Carmen  Martinez ,MEX,6419,,0.57,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.57
866,Lana Skusek,SLO,1155,162.0,0.5,1,1,0,0,0,0,0,0,2,0,4,5,0.0,0.5
867,Ayşe Narmanli,TUR,4071,,0.33,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.16
868,Sevda Geyik,TUR,4065,,0.33,3,3,0,0,0,0,0,0,2,0,6,15,0.0,0.11
869,Iroda Rapikova,UZB,4057,,0.33,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.33
870,Amanda Speed,NZL,4997,,0.25,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.25
871,Nea Herforth Baehr,DEN,3858,,0.0,1,1,0,0,0,0,0,0,2,0,9,5,0.0,0.0
872,Ruxandra-Georgeta Barbulescu,ROU,2735,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
873,Silvana Lourdes Leyton Matto,PER,14013,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
874,Ivanova Inta,LAT,4162,,0.0,2,2,0,0,0,0,0,0,2,0,13,10,0.0,0.0
875,Sara Engqvist,SWE,2665,,0.0,1,1,0,0,0,0,0,0,2,0,2,5,0.0,0.0
876,Begüm Kazazi̇,TUR,4080,,0.0,1,1,0,0,0,0,0,1,1,3,1,5,0.2,0.0
877,Leah Jeffries,AUS,2526,,0.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,0.0
878,Marie Colot,BEL,346,,0.0,2,2,0,0,0,0,0,0,1,0,4,10,0.0,0.0
879,Suet-Ying Lam,HKG,2232,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
880,Katarína Pivoňková,SVK,2783,,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
881,Saskia Thomas,RSA,1093,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
882,Patricia Medina,POR,3788,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
883,Victoria Gimenez,ARG,3164,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
884,Panka Farkas,HUN,2183,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
885,Judit Nagy ,ROU,2733,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
886,Hannah Sealy-Fisher,RSA,1070,,0.0,2,2,0,0,0,0,0,0,1,0,11,10,0.0,0.0
887,Tuuli Lappalainen,FIN,13762,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
888,Lurdes Gadala-Maria,GUA,11521,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
889,Ysa Rakestraw,NED,3595,,0.0,1,1,0,0,0,0,0,0,3,0,6,5,0.0,0.0
890,Anna Krajushkina,EST,4435,,0.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.0
891,Melissa Esther Chen Chen,PER,13220,,0.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,0.0
892,Maja Jonjic Arnautovic,ESP,836,,0.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,0.0
893,Yasmin Herrera,GUA,11519,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
894,Emilia Davila,ECU,14742,,0.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,0.0
895,Rattankorn Suthaphaisanwithaya,THA,13845,,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
896,Fujiyanti Widia,INA,11259,,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
897,Daria Titkina,BLR,3439,,0.0,1,1,0,0,0,0,0,0,3,0,23,5,0.0,0.0
898,Ariane Janata-Burns,RSA,13780,172.0,0.0,2,2,0,0,0,0,0,0,1,0,17,10,0.0,0.0
899,Danai Valsamidi,GRE,4135,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
900,Tegwen Oates,RSA,12308,,0.0,2,2,0,0,0,0,0,0,1,0,8,10,0.0,0.0
901,Lotina Diana,LAT,4153,,0.0,2,2,0,0,0,0,0,0,3,0,7,10,0.0,0.0
902,Bahareh Badrabadi,IRI,3479,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
903,Lisa Hardiquest,BEL,361,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
904,Sukma Lintang Cahyani,INA,11372,,0.0,1,1,0,0,0,0,0,0,1,0,5,5,0.0,0.0
905,Viktoriya Adamenko,KAZ,13072,,0.0,1,1,0,0,0,0,0,0,1,0,13,5,0.0,0.0
906,Hadis Nazarirobati,IRI,3482,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
907,Shifra Ben Avraham,ISR,11523,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
908,Katsiaryna Pahuda,BLR,3438,,0.0,1,1,0,0,0,0,0,0,2,0,9,5,0.0,0.0
909,Valeriia Deriabina,RUS,131,,0.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,0.0
910,Doriane Mary Saramandif,MRI,12906,,0.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.0
911,Ka-Yan Wong ,HKG,2213,,0.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,0.0
912,Valeriia Koryttseva,UKR,12821,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
913,Matilde Cabezas,CHI,13974,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
914,Elena Veretennikova,BLR,11455,,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
915,Rhoslyn Frugtniet,GBR,640,,0.0,1,1,0,0,0,0,0,0,3,0,5,5,0.0,0.0
916,Sandra Jonsson,SWE,2706,,0.0,1,1,0,0,0,0,0,1,1,2,2,5,0.2,0.0
917,Bianca De Magalhaes De Castro,BRA,11614,,0.0,1,1,0,0,0,0,0,1,1,8,1,5,0.2,0.0
