,name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_percentage,ranking_per_event_B
224,Tyler Youngwerth,USA,6006,,395.5,3,4,1,0,0,0,0,4,8,5,12,19,0.21052631578947367,131.83
225,Emma Horan,AUS,2486,181.0,392.5,8,8,0,0,0,0,0,3,20,4,59,40,0.075,49.06
226,Helena Lipenska,CZE,1358,,390.0,2,4,2,0,0,0,0,7,11,10,16,18,0.3888888888888889,195.0
227,Sandra Hopfensitz,GER,11740,165.0,389.5,5,6,1,0,0,0,0,7,20,24,55,29,0.2413793103448276,77.9
228,Claire Kassay,AUS,2494,,385.5,13,13,0,0,0,0,0,6,27,14,55,65,0.09230769230769231,29.65
229,Evgeniya Lapshina,RUS,99,,382.83000000000004,5,6,1,0,0,0,0,11,24,16,44,29,0.3793103448275862,76.57
230,Dana Riddle,USA,6067,,380.0,1,2,1,0,0,0,0,5,8,8,14,9,0.5555555555555556,380.0
231,Natsuki Tanii,JPN,2381,152.0,375.0,2,4,2,0,0,0,0,8,11,35,39,18,0.4444444444444444,187.5
232,Agata Modrzejewska,POL,4923,,373.0,5,6,1,0,0,0,0,7,16,14,31,29,0.2413793103448276,74.6
233,Claire Bresnan,USA,1757,,372.0,5,5,0,0,0,0,0,6,16,15,43,25,0.24,74.4
234,Lucija Tarkus,SLO,1181,160.0,367.5,4,5,1,0,0,0,0,11,20,21,40,24,0.4583333333333333,91.88
235,Anna Zaikina,RUS,70,,364.5,7,8,1,0,0,0,0,9,26,29,56,39,0.23076923076923078,52.07
236,Mária  Čelková,SVK,2765,,363.86,14,14,0,0,0,0,0,7,34,21,96,70,0.1,25.99
237,Saeko Sugimura,JPN,2340,,357.0,5,6,1,0,0,0,0,9,18,28,50,29,0.3103448275862069,71.4
238,Anna Tsyganova,RUS,73,,355.98999999999995,15,15,0,0,0,0,0,17,45,36,122,75,0.22666666666666666,23.73
239,Jara Späte,SUI,3203,,354.33,10,11,1,0,0,0,0,14,30,46,83,54,0.25925925925925924,35.43
240,Anne Hoarau,FRA,5777,,350.0,1,2,1,0,0,0,0,4,8,5,17,9,0.4444444444444444,350.0
241,Audrey Gawrych,USA,4831,,347.12,3,4,1,0,0,0,0,3,13,4,17,19,0.15789473684210525,115.71
242,Nikki Van Bergen,NED,3580,,346.15999999999997,6,7,1,0,0,0,0,10,21,21,42,34,0.29411764705882354,57.69
243,Kasia Pietras,USA,5882,,333.4,3,4,1,0,0,0,0,3,12,5,23,19,0.15789473684210525,111.13
244,Mie (Marie Therese) Kastet,NOR,3078,,331.5,6,7,1,0,0,0,0,9,19,22,47,34,0.2647058823529412,55.25
245,Saari Watanabe,JPN,2256,,327.0,5,5,0,0,0,0,0,9,20,24,55,25,0.36,65.4
246,Margaryta Zakharova,UKR,1488,,323.75,20,20,0,0,0,0,0,16,59,43,178,100,0.16,16.19
247,Maria Agafonova,RUS,5733,,319.5,3,4,1,0,0,0,0,11,17,24,33,19,0.5789473684210527,106.5
248,Elsa Ponzo,FRA,6232,,318.5,3,4,1,0,0,0,0,4,14,9,24,19,0.21052631578947367,106.17
249,Julia Winter,GER,3108,,315.0,2,3,1,0,0,0,0,7,10,9,12,14,0.5,157.5
250,Isabelle Faus,USA,4834,,315.0,4,4,0,0,0,0,0,3,11,5,27,20,0.15,78.75
251,Christine Schranz,AUT,1210,,313.0,6,7,1,0,0,0,0,18,24,40,47,34,0.5294117647058824,52.17
252,Agathe Calliet,FRA,11653,158.0,306.5,4,4,0,0,0,0,0,8,17,23,46,20,0.4,76.62
253,Rachel Nilwik,NED,4891,,305.0,2,3,1,0,0,0,0,6,10,7,15,14,0.42857142857142855,152.5
254,Adriene Clark,USA,13020,168.0,298.75,4,5,1,0,0,0,0,9,17,16,38,24,0.375,74.69
255,Katrine Vandet Salling,DEN,3850,,298.65999999999997,25,25,0,0,0,0,0,19,72,62,192,125,0.152,11.95
256,Evgeniia Malamid,RUS,49,,294.0,3,4,1,0,0,0,0,4,15,8,21,19,0.21052631578947367,98.0
257,Sarah Schützenberger,GER,4973,,285.5,3,4,1,0,0,0,0,5,10,5,14,19,0.2631578947368421,95.17
258,Nina Williams,USA,6167,,285.0,2,3,1,0,0,0,0,2,6,3,8,14,0.14285714285714285,142.5
259,Daniela Ebler,SWE,2668,,283.15999999999997,8,8,0,0,0,0,0,9,22,22,54,40,0.225,35.39
260,Megan Lynch,USA,1874,167.0,281.5,3,4,1,0,0,0,0,6,15,15,53,19,0.3157894736842105,93.83
261,Mateja Hohkraut,SLO,6049,,279.75,6,6,0,0,0,0,0,8,20,12,31,30,0.26666666666666666,46.62
262,Isabell Leiner,GER,6114,,279.0,5,6,1,0,0,0,0,8,16,14,26,29,0.27586206896551724,55.8
263,Charlotte Jouett-Bosley,USA,5876,,278.0,2,3,1,0,0,0,0,3,7,10,13,14,0.21428571428571427,139.0
264,Naïlé Meignan,FRA,11621,164.0,277.0,4,5,1,0,0,0,0,8,19,17,31,24,0.3333333333333333,69.25
265,Miura Hawkins,USA,6310,,274.0,4,4,0,0,0,0,0,7,12,14,34,20,0.35,68.5
266,Delaney Miller,USA,1724,,271.5,6,7,1,0,0,0,0,10,21,23,59,34,0.29411764705882354,45.25
267,Mailys Piazzalunga,FRA,550,,271.5,6,6,0,0,0,0,0,9,19,29,61,30,0.3,45.25
268,Giulia Medici,ITA,910,,271.40999999999997,15,16,1,0,0,0,0,19,54,60,152,79,0.24050632911392406,18.09
269,Quinn Mason,USA,1914,,269.0,7,7,0,0,0,0,0,12,25,29,58,35,0.34285714285714286,38.43
270,Thomasina Pidgeon,CAN,6168,,268.81,16,16,0,0,0,0,0,8,30,12,46,80,0.1,16.8
271,Hana Koike,JPN,11784,167.0,267.5,7,7,0,0,0,0,0,10,25,22,73,35,0.2857142857142857,38.21
272,Lily Canavan,USA,1792,,265.0,3,4,1,0,0,0,0,3,6,10,20,19,0.15789473684210525,88.33
273,Amanda Rohner,SUI,4918,,257.0,2,3,1,0,0,0,0,2,6,2,17,14,0.14285714285714285,128.5
274,Clarrie Lam,CAN,5887,,256.87,6,6,0,0,0,0,0,2,6,2,7,30,0.06666666666666667,42.81
275,Nonoha Kume,JPN,13041,,256.0,2,3,1,0,0,0,0,6,9,8,12,14,0.42857142857142855,128.0
276,Nelly Kudrova,CZE,5403,,253.32999999999998,8,9,1,0,0,0,0,8,20,18,43,44,0.18181818181818182,31.67
277,Elena Chiappa,ITA,4772,,253.0,4,5,1,0,0,0,0,6,17,12,36,24,0.25,63.25
278,Friederike Petri,GER,6194,,249.66,8,8,0,0,0,0,0,11,20,33,53,40,0.275,31.21
279,Kerry Briggs,CAN,5885,,247.78,3,4,1,0,0,0,0,1,7,1,10,19,0.05263157894736842,82.59
280,Aida Torres Illamola,ESP,841,,241.0,12,12,0,0,0,0,0,10,37,25,118,60,0.16666666666666666,20.08
281,Natalie Sailer,GER,5853,,240.0,4,4,0,0,0,0,0,6,17,9,24,20,0.3,60.0
282,Sasha Digiulian,USA,1712,,240.0,1,2,1,0,0,0,0,5,6,5,6,9,0.5555555555555556,240.0
283,Patricia Holzmann,GER,6274,,234.0,3,3,0,0,0,0,0,5,12,13,30,15,0.3333333333333333,78.0
284,Maria Celkova,CAN,6060,,225.0,3,3,0,0,0,0,0,2,5,6,12,15,0.13333333333333333,75.0
285,Natalia Titova,RUS,40,,225.0,2,2,0,0,0,0,0,4,8,7,14,10,0.4,112.5
286,Sarah Austin,CAN,5884,,221.62,3,3,0,0,0,0,0,2,5,2,5,15,0.13333333333333333,73.87
287,Vana Piccini,CRO,3042,,214.0,2,3,1,0,0,0,0,2,8,3,28,14,0.14285714285714285,107.0
288,Anja Hodann,SWE,5426,,211.0,4,4,0,0,0,0,0,6,14,13,29,20,0.3,52.75
289,Zhuoma Pubu,CHN,2946,,210.5,6,6,0,0,0,0,0,6,16,10,33,30,0.2,35.08
290,Bonnie De Bruijn,CAN,5880,,207.06,3,3,0,0,0,0,0,0,6,0,11,15,0.0,69.02
291,Nolwen Berthier,FRA,457,,205.66,3,3,0,0,0,0,0,5,12,15,26,15,0.3333333333333333,68.55
292,Shannon Russell,USA,6251,,205.0,1,2,1,0,0,0,0,1,4,2,5,9,0.1111111111111111,205.0
293,Kate Mcginnis,USA,5878,,204.5,2,2,0,0,0,0,0,0,7,0,16,10,0.0,102.25
294,Tina Johnsen Hafsaas,NOR,3060,164.0,204.5,12,12,0,0,0,0,0,15,37,51,125,60,0.25,17.04
295,Roberta Longo,ITA,5283,,202.16,3,3,0,0,0,0,0,5,12,5,17,15,0.3333333333333333,67.39
296,Marketa Janosova,CZE,1453,159.0,199.5,4,5,1,0,0,0,0,3,12,5,26,24,0.125,49.88
297,Abdul Rochman Syarifah,INA,3272,,195.0,1,2,1,0,0,0,0,0,1,0,1,9,0.0,195.0
298,Aleksandra Kalucka,POL,2878,164.0,194.3,5,6,1,0,0,0,0,2,13,9,43,29,0.06896551724137931,38.86
299,Adriene Akiko Clark,USA,13020,,186.0,2,3,1,0,0,0,0,4,10,10,39,14,0.2857142857142857,93.0
300,Gayeong Oh,KOR,13556,169.0,186.0,4,5,1,0,0,0,0,5,13,9,42,24,0.20833333333333334,46.5
301,Bronwen Karnis,CAN,1619,,186.0,4,4,0,0,0,0,0,2,13,2,35,20,0.1,46.5
302,Celeste Wall,CAN,1562,,182.32999999999998,4,4,0,0,0,0,0,1,7,4,20,20,0.05,45.58
303,Eva Carro Fernández,ESP,6084,,182.25,3,4,1,0,0,0,0,2,5,2,15,19,0.10526315789473684,60.75
304,Sara Copar,SLO,11546,168.0,181.5,3,3,0,0,0,0,0,7,11,28,35,15,0.4666666666666667,60.5
305,Soho Langbehn,CHI,4927,,179.5,2,2,0,0,0,0,0,3,7,7,26,10,0.3,89.75
306,Risa Ota,JPN,2267,161.0,179.16,8,8,0,0,0,0,0,10,19,24,35,40,0.25,22.4
307,Alyssa Weber,CAN,1578,,178.32999999999998,7,7,0,0,0,0,0,3,16,4,30,35,0.08571428571428572,25.48
308,Celine Combaz,FRA,5281,,174.0,4,4,0,0,0,0,0,5,15,8,19,20,0.25,43.5
309,Miriam Fogu,ITA,991,171.0,171.25,5,6,1,0,0,0,0,4,19,6,53,29,0.13793103448275862,34.25
310,"Chi-Heng, Sharon Chiu",HKG,6334,,170.0,1,2,1,0,0,0,0,0,1,0,2,9,0.0,170.0
311,Ana Tiripa,GER,6177,,170.0,1,2,1,0,0,0,0,3,6,10,21,9,0.3333333333333333,170.0
312,Alisa Gel'Fer,UKR,4961,,170.0,1,2,1,0,0,0,0,6,7,9,10,9,0.6666666666666666,170.0
313,Natalia Kalucka,POL,2879,165.0,169.8,6,6,0,0,0,0,0,2,11,13,57,30,0.06666666666666667,28.3
314,Jana Müller,GER,6148,,168.0,5,5,0,0,0,0,0,5,13,6,35,25,0.2,33.6
315,Olga Morozkina,RUS,4857,,168.0,2,2,0,0,0,0,0,3,8,3,14,10,0.3,84.0
316,Michaela Smetanova,CZE,1438,165.0,166.25,7,7,0,0,0,0,0,4,17,10,50,35,0.11428571428571428,23.75
317,Erica Carlson,CAN,6172,,165.48,6,6,0,0,0,0,0,1,7,1,11,30,0.03333333333333333,27.58
318,Clothilde Morin,FRA,598,,162.0,3,3,0,0,0,0,0,5,13,11,22,15,0.3333333333333333,54.0
319,Anna Laitinen,FIN,2800,,160.66,8,8,0,0,0,0,0,9,22,15,36,40,0.225,20.08
320,Mathilde Becerra,FRA,456,,157.5,4,4,0,0,0,0,0,8,13,14,20,20,0.4,39.38
321,Melina Costanza,USA,1765,167.0,156.66,3,3,0,0,0,0,0,5,10,12,15,15,0.3333333333333333,52.22
322,Zoë Maire,SUI,4767,,156.5,6,6,0,0,0,0,0,7,19,8,25,30,0.23333333333333334,26.08
323,Erin Ford-Zieleniewski,CAN,5877,,155.0,1,2,1,0,0,0,0,1,4,4,11,9,0.1111111111111111,155.0
324,Dorothea Karalus,GER,6193,,155.0,1,2,1,0,0,0,0,3,6,5,10,9,0.3333333333333333,155.0
325,Yunqing Liu,CHN,6226,,155.0,1,2,1,0,0,0,0,3,6,7,11,9,0.3333333333333333,155.0
326,Rebeca Pérez Duato,ESP,13450,,153.5,4,4,0,0,0,0,0,8,15,17,42,20,0.4,38.38
327,Naama Yohai,ISR,3996,,152.0,8,8,0,0,0,0,0,6,21,19,60,40,0.15,19.0
328,Madeleine Eppensteiner,AUT,1217,,151.0,4,4,0,0,0,0,0,8,13,20,29,20,0.4,37.75
329,Katy Piddock,GBR,4903,,150.5,3,3,0,0,0,0,0,3,7,11,21,15,0.2,50.17
330,Nasim Biyarjomandy,IRI,3509,163.0,150.32999999999998,5,5,0,0,0,0,0,1,5,1,5,25,0.04,30.07
331,Stefanie Pichler,AUT,1218,,147.33,3,3,0,0,0,0,0,5,12,13,29,15,0.3333333333333333,49.11
332,Maya Stasiuk,AUS,13857,,146.08,4,4,0,0,0,0,0,5,12,8,23,20,0.25,36.52
333,Claire Bell,GBR,4451,,146.0,2,2,0,0,0,0,0,1,3,3,4,10,0.1,73.0
334,Margaux Hilly,FRA,5865,,145.0,1,2,1,0,0,0,0,1,4,2,7,9,0.1111111111111111,145.0
335,Ganna Savchenko,UKR,5756,,145.0,1,1,0,0,0,0,0,1,2,1,2,5,0.2,145.0
336,Sydney Mcnair,USA,1706,,145.0,1,1,0,0,0,0,0,2,4,4,6,5,0.4,145.0
337,Tomoko Ogawa,JPN,5199,,145.0,1,1,0,0,0,0,0,3,4,6,7,5,0.6,145.0
338,Mashiro Kuzuu,JPN,13992,,145.0,1,2,1,0,0,0,0,4,5,8,8,9,0.4444444444444444,145.0
339,Haimi Cho,KOR,2053,,145.0,1,1,0,0,0,0,0,0,1,0,7,5,0.0,145.0
340,Wangmu Gesang,CHN,4986,,145.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,145.0
341,Anna Borella,ITA,863,,143.66,7,7,0,0,0,0,0,10,22,32,58,35,0.2857142857142857,20.52
342,"Mingxin, Judith Sim",SGP,3633,,143.16,4,4,0,0,0,0,0,3,13,3,24,20,0.15,35.79
343,Ksenia Sdobnikova,RUS,4861,,142.0,4,4,0,0,0,0,0,1,9,2,16,20,0.05,35.5
344,Ina Dzhambazova,BUL,4454,,141.0,3,3,0,0,0,0,0,3,9,3,18,15,0.2,47.0
345,Maya Dreamer,ISR,4018,,139.66,8,8,0,0,0,0,0,10,30,33,109,40,0.25,17.46
346,Marieta Akalski,CAN,6249,,136.25,5,5,0,0,0,0,0,0,10,0,31,25,0.0,27.25
347,Emilie Pellerin,CAN,1639,,136.0,2,2,0,0,0,0,0,0,4,0,4,10,0.0,68.0
348,Emeline Thomas,FRA,5678,,133.0,2,2,0,0,0,0,0,5,8,9,13,10,0.5,66.5
349,Romane Grandcoing,FRA,476,,131.5,3,3,0,0,0,0,0,4,13,9,26,15,0.26666666666666666,43.83
350,Kajsa Wiklund,SWE,6227,,130.0,1,1,0,0,0,0,0,1,1,3,1,5,0.2,130.0
351,Eva Pepin-Helie,CAN,5988,,130.0,1,1,0,0,0,0,0,2,5,6,9,5,0.4,130.0
352,Megumi Takahashi,JPN,5962,,130.0,1,1,0,0,0,0,0,1,1,2,2,5,0.2,130.0
353,Sunniva Eik Haave,NOR,3068,,129.82999999999998,12,12,0,0,0,0,0,13,41,37,102,60,0.21666666666666667,10.82
354,Mirthe Van Liere,NED,3584,,129.5,4,4,0,0,0,0,0,7,11,17,32,20,0.35,32.38
355,Elizabeth Vince,CAN,1591,,128.33,2,2,0,0,0,0,0,1,4,4,10,10,0.1,64.17
356,Kelly Drager,CAN,6248,,126.33,2,2,0,0,0,0,0,1,3,6,9,10,0.1,63.16
357,Anouck Jaubert,FRA,479,169.0,125.66,8,8,0,0,0,0,0,7,23,18,60,40,0.175,15.71
358,Sarah Lagoffun,FRA,4700,,120.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,120.0
359,Yulia Troepolskaya,RUS,5931,,120.0,1,1,0,0,0,0,0,3,4,7,14,5,0.6,120.0
360,Katharina Bacher,AUT,6089,,120.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,120.0
361,Eevi Jaakkola ,FIN,6156,,120.0,5,5,0,0,0,0,0,5,13,8,30,25,0.2,24.0
362,Joanna Neame,GBR,697,,119.75,4,4,0,0,0,0,0,9,12,21,24,20,0.45,29.94
363,Molly Rennie,USA,1826,,118.0,2,2,0,0,0,0,0,2,4,5,10,10,0.2,59.0
364,Ida Kups,POL,2864,,117.5,4,4,0,0,0,0,0,6,16,18,54,20,0.3,29.38
365,Nika Potapova,UKR,1526,154.0,116.75,7,7,0,0,0,0,0,2,9,3,18,35,0.05714285714285714,16.68
366,Panchamaya Tamang,NEP,4180,,116.0,2,2,0,0,0,0,0,0,3,0,12,10,0.0,58.0
367,Sylwia Buczek,POL,6032,,116.0,7,7,0,0,0,0,0,3,15,6,40,35,0.08571428571428572,16.57
368,Teresa Troya Gil,ESP,6085,,113.00999999999999,6,6,0,0,0,0,0,3,9,7,22,30,0.1,18.83
369,Chauncey Carroll,USA,1894,,112.5,1,1,0,0,0,0,0,2,3,3,6,5,0.4,112.5
370,Aya Sugawara,JPN,11524,,112.5,1,1,0,0,0,0,0,3,5,16,14,5,0.6,112.5
371,Mariya Mulyar,UKR,6051,,112.0,5,5,0,0,0,0,0,5,12,19,54,25,0.2,22.4
372,Iziar Martínez Almendros,ESP,12358,,112.0,4,4,0,0,0,0,0,7,14,30,44,20,0.35,28.0
373,Anouk Piola,SUI,3198,,112.0,6,6,0,0,0,0,0,8,19,30,48,30,0.26666666666666666,18.67
374,Portia Menlove,USA,5888,,110.12,2,2,0,0,0,0,0,1,4,1,12,10,0.1,55.06
375,Marta Savkina,RUS,5932,,109.5,2,2,0,0,0,0,0,3,4,8,9,10,0.3,54.75
376,Babette Roy,CAN,1649,,109.33,9,9,0,0,0,0,0,8,27,12,53,45,0.17777777777777778,12.15
377,Olga Kulish,UKR,4860,,108.25,5,5,0,0,0,0,0,3,15,6,34,25,0.12,21.65
378,Marianne Verhage,NED,4892,,108.0,2,2,0,0,0,0,0,5,7,6,7,10,0.5,54.0
379,Fatemeh Jafari Mahmodabadi,IRI,3472,,106.66,2,2,0,0,0,0,0,0,5,0,12,10,0.0,53.33
380,Katrin Brady,GER,4728,,106.0,3,3,0,0,0,0,0,1,7,2,13,15,0.06666666666666667,35.33
381,Thais Makino Shiraiwa,BRA,3139,,104.66,5,5,0,0,0,0,0,3,9,6,36,25,0.12,20.93
382,Sima Soltani,IRI,3469,,102.33,2,2,0,0,0,0,0,0,3,0,3,10,0.0,51.16
383,Christina Schmid,SUI,5644,,101.5,3,3,0,0,0,0,0,5,12,11,24,15,0.3333333333333333,33.83
384,Pratthana Raksachat,THA,3928,,101.0,2,2,0,0,0,0,0,2,6,4,8,10,0.2,50.5
385,Maria Fernanda De Je Rodriguez,MEX,6166,,100.0,1,1,0,0,0,0,0,1,2,1,2,5,0.2,100.0
386,Sara Aicart Ortiz,ESP,5854,,99.5,4,4,0,0,0,0,0,1,7,3,15,20,0.05,24.88
387,Siddhi Shekhar Manerikar ,IND,2625,,98.0,2,2,0,0,0,0,0,0,2,0,3,10,0.0,49.0
388,Alise Zvigule,LAT,4160,,97.66,6,6,0,0,0,0,0,0,8,0,23,30,0.0,16.28
389,Lucelia Blanco,VEN,3178,,97.0,2,2,0,0,0,0,0,2,6,6,14,10,0.2,48.5
390,Marie Duval,FRA,5752,,96.5,4,4,0,0,0,0,0,4,10,6,18,20,0.2,24.12
391,Sheena Osborne,CAN,5881,,95.4,1,1,0,0,0,0,0,0,2,0,2,5,0.0,95.4
392,Heather Sawitsky,CAN,6058,,95.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,95.0
393,Anastasia Kobets,UKR,12562,153.0,95.0,3,3,0,0,0,0,0,3,8,9,25,15,0.2,31.67
394,Wei Sze Felicia Lim,SGP,3627,,95.0,1,1,0,0,0,0,0,1,4,1,9,5,0.2,95.0
395,Campbell Sarinopoulos,USA,11785,,94.0,6,6,0,0,0,0,0,7,17,15,56,30,0.23333333333333334,15.67
396,Helen Haldenby,GBR,4904,,93.66,6,6,0,0,0,0,0,4,12,10,31,30,0.13333333333333333,15.61
397,Sofia Heinze Cacho,MEX,6398,,90.57,4,4,0,0,0,0,0,3,7,14,19,20,0.15,22.64
398,Sarah Shaw,USA,6068,,89.5,1,1,0,0,0,0,0,1,3,1,4,5,0.2,89.5
399,Suet-Man Li,HKG,5348,,89.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,89.5
400,Hinako Furukawa,JPN,2344,,89.5,1,1,0,0,0,0,0,2,3,8,9,5,0.4,89.5
401,Muriel Sarkany,BEL,306,,89.5,1,1,0,0,0,0,0,2,4,3,5,5,0.4,89.5
402,Hyojung Kim,KOR,4998,,89.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,89.5
403,Berta Martin Sancho,ESP,4554,,89.5,1,1,0,0,0,0,0,3,5,9,22,5,0.6,89.5
404,Sarah Pearce,USA,1818,,89.37,3,3,0,0,0,0,0,0,2,0,3,15,0.0,29.79
405,Farnaz Esmaeilzadeh,IRI,3464,,89.0,2,2,0,0,0,0,0,1,2,1,2,10,0.1,44.5
406,Indiana Chapman,CAN,1650,158.0,88.0,9,9,0,0,0,0,0,9,19,14,40,45,0.2,9.78
407,Adela Bajerova,CZE,11541,,86.0,3,3,0,0,0,0,0,1,6,4,24,15,0.06666666666666667,28.67
408,Channah Brandsema,NED,4766,,85.5,4,4,0,0,0,0,0,5,11,9,15,20,0.25,21.38
409,Jelisa Dunbar,CAN,1561,,85.5,6,6,0,0,0,0,0,3,13,9,46,30,0.1,14.25
410,Evangelina Briggs,CAN,13661,,84.83,4,4,0,0,0,0,0,7,13,15,47,20,0.35,21.21
411,Ingrid Kindlihagen,NOR,3086,,84.16,9,9,0,0,0,0,0,13,25,41,67,45,0.28888888888888886,9.35
412,Regan Kennedy,CAN,6059,,84.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,84.0
413,Raelene Cowie,GBR,5855,,84.0,5,5,0,0,0,0,0,1,13,1,26,25,0.04,16.8
414,Solmaz Eshghi,IRI,3488,,84.0,1,1,0,0,0,0,0,0,2,0,9,5,0.0,84.0
415,Alexandra Zhiznevskaya,KAZ,3378,,84.0,2,2,0,0,0,0,0,2,3,2,6,10,0.2,42.0
416,Goh Hui Chen Janet,SGP,3646,,83.0,2,2,0,0,0,0,0,2,6,2,10,10,0.2,41.5
417,Zoe Ogden,GBR,5789,,83.0,2,2,0,0,0,0,0,1,5,1,8,10,0.1,41.5
418,Hannah Schubert,AUT,1232,,83.0,3,3,0,0,0,0,0,3,7,3,13,15,0.2,27.67
419,Aleksandra Totkova,BUL,11464,162.0,82.83,10,10,0,0,0,0,0,9,31,31,101,50,0.18,8.28
420,Alejandra Contreras,CHI,3911,160.0,82.66,12,12,0,0,0,0,0,4,24,26,73,60,0.06666666666666667,6.89
421,Natsumi Hirano,JPN,2369,,82.5,3,3,0,0,0,0,0,6,11,16,28,15,0.4,27.5
422,Ekaterina Novitskaia,RUS,75,,79.0,2,2,0,0,0,0,0,2,8,10,19,10,0.2,39.5
423,Miku Ishii,JPN,12474,,78.5,3,3,0,0,0,0,0,5,8,15,14,15,0.3333333333333333,26.17
424,Momoka Kaneko,JPN,2326,,76.5,5,5,0,0,0,0,0,5,17,16,39,25,0.2,15.3
425,Anna Margolina,RUS,91,,76.0,6,6,0,0,0,0,0,12,23,39,64,30,0.4,12.67
426,Pankaew Plypoolsup,THA,3927,,74.5,3,3,0,0,0,0,0,0,3,0,8,15,0.0,24.83
427,Maria Davies Sandbu,NOR,6137,,73.83,3,3,0,0,0,0,0,3,9,4,12,15,0.2,24.61
428,Emily Ziffer,USA,1825,,73.0,1,1,0,0,0,0,0,0,3,0,13,5,0.0,73.0
429,Paige Boklaschuk,CAN,1630,,72.5,5,5,0,0,0,0,0,3,17,7,50,25,0.12,14.5
430,Sabina Van Essen,NED,11658,160.0,71.0,2,2,0,0,0,0,0,4,6,8,22,10,0.4,35.5
431,Victoria Klemm,AUT,6275,,71.0,2,2,0,0,0,0,0,3,6,3,12,10,0.3,35.5
432,Mai Tonegi,JPN,5963,,68.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,68.0
433,Misato Nishikori,JPN,2297,,68.0,1,1,0,0,0,0,0,2,5,11,17,5,0.4,68.0
434,Salome Meshveliani,GEO,2465,,68.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,68.0
435,Yuko Sakakibara,JPN,4992,,68.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,68.0
436,Roelien Van De Vrie,NED,4893,,67.5,3,3,0,0,0,0,0,2,9,4,11,15,0.13333333333333333,22.5
437,Heeyeon Park,KOR,2106,,67.25999999999999,15,15,0,0,0,0,0,3,27,14,87,75,0.04,4.48
438,Ludivine Harmand,FRA,5608,,67.0,2,2,0,0,0,0,0,4,8,7,13,10,0.4,33.5
439,Gurgel Ozver,TUR,5725,,67.0,2,2,0,0,0,0,0,0,3,0,8,10,0.0,33.5
440,Larysa Malyzhenkava,BLR,4858,,66.0,2,2,0,0,0,0,0,2,4,8,10,10,0.2,33.0
441,Athena Bigvand,IRI,3510,,66.0,3,3,0,0,0,0,0,0,8,0,26,15,0.0,22.0
442,Audrey Sniezek,USA,1726,,66.0,2,2,0,0,0,0,0,1,7,1,12,10,0.1,33.0
443,Chea Marak,IND,2623,,64.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,64.0
444, Kokoro Takata,JPN,2324,,63.0,2,2,0,0,0,0,0,4,9,17,33,10,0.4,31.5
445,Amanda Berezowski,CAN,4833,,63.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,63.0
446,Helena Aleman Sobrino,ESP,4921,,63.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,63.0
447,Chunhua Li,CHN,4982,,63.0,1,1,0,0,0,0,0,1,2,1,3,5,0.2,63.0
448,Alyrene Dorey,USA,5883,,63.0,1,1,0,0,0,0,0,0,2,0,8,5,0.0,63.0
449,Eva Thompson,CAN,1590,,61.0,2,2,0,0,0,0,0,2,8,7,27,10,0.2,30.5
450,Watchareewan Tomas,THA,3926,,60.66,3,3,0,0,0,0,0,1,3,1,8,15,0.06666666666666667,20.22
451,Miharu Sotome,JPN,2373,,60.0,2,2,0,0,0,0,0,2,9,8,19,10,0.2,30.0
452,Emily Harrington,USA,5282,,59.5,1,1,0,0,0,0,0,0,4,0,7,5,0.0,59.5
453,Carolina Rosero,ECU,6094,,58.5,2,2,0,0,0,0,0,3,5,6,8,10,0.3,29.25
454,Zuzana Cintalova,SVK,4552,,57.5,3,3,0,0,0,0,0,5,13,7,17,15,0.3333333333333333,19.17
455,Anna Brozek,POL,2855,,57.28,6,6,0,0,0,0,0,0,1,0,2,30,0.0,9.55
456,Thea Wulff,USA,1961,,56.66,3,3,0,0,0,0,0,2,12,3,41,15,0.13333333333333333,18.89
457,Natalia Kubrakova ,RUS,5831,,56.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,56.0
458,Jessica Faure,FRA,4925,,56.0,1,1,0,0,0,0,0,1,2,3,3,5,0.2,56.0
459,Tereza Širůčková,CZE,1447,,56.0,1,1,0,0,0,0,0,1,2,2,5,5,0.2,56.0
460,Galina Terenteva,RUS,71,,56.0,1,1,0,0,0,0,0,1,2,1,5,5,0.2,56.0
461,Lea Deslandes,FRA,5545,,56.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,56.0
462,Olga Shchelnikova,RUS,6074,,55.66,2,2,0,0,0,0,0,1,4,1,6,10,0.1,27.83
