name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_rate,ranking_per_event_B
Kilian Fischhuber,AUT,1204,,32477.5,48,128,43,37,15,6,9,410,502,683,726,560,0.7321428571428571,676.6145833333334
Dmitrii Sharafutdinov,RUS,53,,31592.5,58,140,47,35,11,8,3,429,554,839,984,618,0.6941747572815534,544.698275862069
Rustam Gelmanov,RUS,60,,30305.98,65,153,52,36,6,6,7,446,587,825,975,677,0.6587887740029542,466.2458461538462
Aleksey Rubtsov,RUS,79,178.0,25862.66,57,133,50,26,3,1,10,359,516,795,1021,589,0.6095076400679117,453.73087719298246
Tomoa Narasaki,JPN,2276,170.0,25393.0,45,109,38,26,6,15,3,324,433,669,748,481,0.6735966735966736,564.2888888888889
Sean Mccoll,CAN,1559,169.0,25285.14,70,143,50,23,2,6,6,395,541,731,898,642,0.6152647975077882,361.21628571428573
Kokoro Fujii,JPN,2272,176.0,24896.0,53,126,47,26,6,1,3,374,498,865,992,557,0.6714542190305206,469.7358490566038
Jan Hojer,GER,3422,188.0,24628.16,61,127,45,21,6,4,3,358,499,743,912,569,0.6291739894551845,403.74032786885243
Jernej Kruder,SLO,1124,179.0,24461.16,86,153,52,15,3,4,1,382,613,718,1057,698,0.5472779369627507,284.4320930232558
Guillaume Glairon Mondet,FRA,436,,24440.989999999998,57,129,50,22,3,5,1,346,493,610,814,573,0.6038394415357766,428.789298245614
Jongwon Chon,KOR,2052,177.0,21837.5,44,107,39,24,5,2,3,317,411,622,776,472,0.6716101694915254,496.3068181818182
Tsukuru Hori,JPN,2255,,21258.82,68,131,48,15,1,2,2,350,508,686,962,592,0.5912162162162162,312.62970588235294
Jakob Schubert,AUT,1214,176.0,19856.99,50,105,36,19,3,2,5,312,417,611,766,470,0.6638297872340425,397.13980000000004
Rei Sugimoto,JPN,2257,172.0,19099.5,49,108,44,15,2,1,2,297,422,721,854,481,0.6174636174636174,389.7857142857143
Yoshiyuki Ogata,JPN,2309,172.0,16815.66,42,88,31,15,3,3,4,260,356,605,694,394,0.6598984771573604,400.37285714285713
Gabriele Moroni,ITA,849,,13604.66,40,79,29,10,1,3,0,215,313,430,544,356,0.6039325842696629,340.1165
Jorg Verhoeven,NED,3577,,12408.5,44,82,30,8,0,1,5,200,305,406,558,372,0.5376344086021505,282.0113636363636
Jeremy Bonder,FRA,470,,10914.82,41,77,27,9,0,0,1,191,285,407,554,349,0.5472779369627507,266.2151219512195
Klemen Becan,SLO,4716,,10860.16,40,74,26,8,0,2,0,167,270,332,481,336,0.49702380952380953,271.504
Jonas Baumann,GER,2822,,10351.07,46,77,27,4,1,0,1,164,290,280,449,354,0.4632768361581921,225.0232608695652
Thomas Caleyron,FRA,441,,9089.0,33,61,24,4,0,0,0,156,229,275,358,277,0.5631768953068592,275.42424242424244
Tomoaki Takata,JPN,2291,175.0,8329.0,34,60,22,4,0,0,1,136,243,341,553,274,0.49635036496350365,244.97058823529412
Mickael Mawem,FRA,523,179.0,7826.25,36,61,21,4,0,0,0,137,232,264,403,280,0.48928571428571427,217.39583333333334
Alban Levier,FRA,486,,7784.98,33,57,20,4,1,0,1,150,224,294,380,261,0.5747126436781609,235.90848484848485
Anze Peharc,SLO,1138,177.0,7489.66,27,51,18,6,0,1,1,127,198,301,404,231,0.5497835497835498,277.3948148148148
Martin Stranik,CZE,1361,178.0,7361.24,42,62,17,3,0,2,0,139,230,323,507,290,0.4793103448275862,175.26761904761904
Mykhaylo Shalagin,UKR,4776,,7327.5,29,53,17,7,0,0,1,120,195,240,336,241,0.4979253112033195,252.67241379310346
Loïc Gaidioz,FRA,4773,,7327.0,27,53,22,4,0,0,0,113,196,200,313,239,0.47280334728033474,271.3703703703704
Keita Watabe,JPN,2265,173.0,6979.99,30,48,13,5,1,0,2,120,183,237,305,222,0.5405405405405406,232.6663333333333
Lukas Ennemoser,AUT,1212,,6955.66,35,55,17,3,0,0,1,134,211,254,389,255,0.5254901960784314,198.73314285714287
Gregor Vezonik,SLO,1131,176.0,6935.66,36,56,16,4,1,0,2,124,213,302,428,260,0.47692307692307695,192.65722222222223
Cédric Lachat,SUI,3129,,6734.0,16,35,14,5,0,2,0,103,144,218,280,156,0.6602564102564102,420.875
Daniel Woods,USA,1707,,6713.5,15,34,13,6,1,2,1,99,132,181,223,151,0.6556291390728477,447.56666666666666
David Barrans,GBR,634,,6323.15,52,71,16,3,0,0,0,154,270,318,507,336,0.4583333333333333,121.59903846153846
Rolands Rugens,LAT,4150,,6192.01,41,59,16,2,0,0,0,127,213,287,446,277,0.4584837545126354,151.02463414634147
Stefan Danker,GER,3353,,6034.33,32,50,16,2,0,0,0,119,193,224,368,232,0.5129310344827587,188.5728125
Stewart Watson,GBR,4774,,6008.0,24,42,14,4,0,0,0,106,165,179,271,192,0.5520833333333334,250.33333333333334
Nathaniel Coleman,USA,1778,182.0,6003.0,22,40,14,4,0,2,0,103,154,214,271,182,0.5659340659340659,272.8636363636364
Michael Piccolruaz,ITA,857,178.0,5833.49,46,64,16,2,0,1,0,138,248,275,533,302,0.45695364238410596,126.815
Stéphan Julien,FRA,9191,,5688.82,28,44,12,4,1,0,1,98,164,164,256,204,0.4803921568627451,203.17214285714286
Yuji Inoue,JPN,2348,,5364.99,27,44,16,1,0,0,0,113,168,344,395,203,0.5566502463054187,198.70333333333332
Alex Khazanov,ISR,3983,,5063.5,44,58,13,1,1,0,0,123,218,317,560,276,0.44565217391304346,115.07954545454545
Yannick Flohé,GER,3131,178.0,5060.0,20,37,14,3,1,0,0,97,141,240,303,168,0.5773809523809523,253.0
James Kassay,AUS,2482,,5053.5599999999995,24,40,13,3,0,0,0,105,150,237,279,184,0.5706521739130435,210.56499999999997
Nicky De Leeuw,NED,3579,,4720.32,38,50,11,1,0,0,0,104,192,222,343,238,0.4369747899159664,124.21894736842104
Kai Harada,JPN,2332,169.0,4707.16,20,34,11,3,0,1,0,86,132,178,249,156,0.5512820512820513,235.358
David Lama,AUT,1213,,4605.0,8,19,7,4,2,0,2,54,76,73,100,84,0.6428571428571429,575.625
Sean Bailey,USA,1741,163.0,4507.49,22,33,9,2,1,1,0,82,131,204,292,154,0.5324675324675324,204.88590909090908
Taisei Ishimatsu,JPN,2337,,4409.16,16,30,12,2,0,0,1,77,122,162,256,136,0.5661764705882353,275.5725
Thomas Tauporn,GER,3124,,4322.41,12,25,9,4,0,1,1,80,99,217,200,112,0.7142857142857143,360.2008333333333
Meichi Narasaki,JPN,2307,188.0,4234.66,15,28,10,3,0,1,0,77,110,172,192,127,0.6062992125984252,282.31066666666663
Mejdi Schalck,FRA,11675,172.0,4214.0,10,21,8,3,1,1,1,54,81,128,169,94,0.574468085106383,421.4
Andrzej Mecherzynski-Wiktor,POL,2833,,4129.4,30,41,10,1,0,0,0,103,167,225,342,194,0.5309278350515464,137.64666666666665
Sergii Topishko,UKR,1472,,4098.16,32,44,11,1,0,0,0,99,162,230,301,208,0.47596153846153844,128.0675
Alexander Megos,GER,2574,175.0,4086.5,17,29,12,0,0,0,0,79,120,229,251,133,0.5939849624060151,240.38235294117646
Lucas Preti,ITA,4778,,4058.16,20,32,11,1,0,0,0,74,126,165,267,148,0.5,202.908
Wouter Jongeneelen,NED,3576,,3942.0,31,44,11,2,0,0,0,73,159,111,251,207,0.3526570048309179,127.16129032258064
Francois Kaiser,FRA,4781,,3910.33,18,28,8,2,0,0,1,68,112,113,182,130,0.5230769230769231,217.24055555555555
Mathias Conrad,GER,3890,,3820.13,31,42,11,0,0,0,0,90,155,156,286,199,0.45226130653266333,123.23
Vadim Timonov,RUS,67,,3597.0,23,35,10,2,0,0,0,75,135,178,302,163,0.4601226993865031,156.3913043478261
Tyler Landman,GBR,631,,3470.3199999999997,23,36,11,2,0,0,0,70,133,175,297,167,0.41916167664670656,150.88347826086957
Nathan Phillips,GBR,646,,3416.5,38,49,11,0,0,0,0,97,184,199,360,234,0.41452991452991456,89.90789473684211
Edward Feehally,GBR,4818,,3324.66,22,33,8,3,0,0,0,72,120,156,240,154,0.4675324675324675,151.1209090909091
Matthias Müller,SUI,4726,,3199.0,13,24,9,2,0,0,0,43,83,82,140,109,0.3944954128440367,246.07692307692307
Gholamali Baratzadeh,IRI,3460,,3132.66,24,32,8,0,0,0,0,76,130,181,299,152,0.5,130.5275
Remo Sommer,SUI,4775,,3123.33,25,34,9,0,0,0,0,72,124,128,185,161,0.4472049689440994,124.9332
Keita Dohi,JPN,2334,,3062.83,18,27,7,2,0,0,0,66,107,154,200,126,0.5238095238095238,170.15722222222223
Nicolai Uznik,AUT,1256,173.0,3056.5,13,23,8,2,0,0,0,52,89,123,203,105,0.49523809523809526,235.1153846153846
Maximillian Milne,GBR,688,166.0,2999.0,9,18,7,2,0,1,0,46,68,105,149,81,0.5679012345679012,333.22222222222223
Stefan Scarperi,ITA,850,,2896.58,36,43,7,0,0,0,0,89,158,230,355,208,0.42788461538461536,80.46055555555556
Christian Core,ITA,4463,,2891.0,17,25,7,1,0,0,1,50,89,93,186,117,0.42735042735042733,170.05882352941177
David Firnenburg,GER,3111,,2817.5,16,25,7,2,0,0,0,61,92,126,157,116,0.5258620689655172,176.09375
Rei Kawamata,JPN,2385,172.0,2691.16,8,17,6,3,0,0,1,50,70,126,153,76,0.6578947368421053,336.395
Mauricio Huerta,MEX,5820,,2659.07,20,28,8,0,0,0,0,58,98,152,238,132,0.4393939393939394,132.95350000000002
Gérome Pouvreau,FRA,432,,2494.5,10,17,5,2,0,0,0,39,62,66,99,78,0.5,249.45
Makoto Yamauchi,JPN,2280,,2389.25,18,25,7,0,0,0,0,55,92,138,184,118,0.4661016949152542,132.73611111111111
Simon Lorenzi,BEL,318,168.0,2198.0,18,24,5,1,0,0,0,57,92,163,196,114,0.5,122.11111111111111
Paul Robinson,USA,4839,,2175.0,4,11,4,3,0,0,1,28,44,48,64,48,0.5833333333333334,543.75
Dohyun Lee,KOR,2101,174.0,2128.5,5,11,4,2,0,1,0,27,46,65,110,49,0.5510204081632653,425.7
Christopher Webb-Parsons,AUS,4844,,2127.5,19,25,5,1,0,0,0,57,94,127,192,119,0.4789915966386555,111.97368421052632
Casper Ten Sijthoff,NED,4585,,2108.25,17,23,6,0,0,0,0,40,89,77,150,109,0.3669724770642202,124.01470588235294
Benjamin Blaser,SUI,3779,,2062.7400000000002,44,50,6,0,0,0,0,90,174,212,398,244,0.36885245901639346,46.88045454545455
Ludovic Laurence,FRA,4471,,1961.5,10,15,5,0,0,0,0,29,53,57,93,70,0.4142857142857143,196.15
Atsushi Shimizu,JPN,2260,,1928.0,18,24,5,1,0,0,0,43,86,91,178,114,0.37719298245614036,107.11111111111111
Ignacio Sanchez González,ESP,4803,,1877.98,24,29,5,0,0,0,0,56,111,110,221,140,0.4,78.24916666666667
Carlo Traversi,USA,1709,,1840.5,11,18,7,0,0,0,0,36,72,83,144,83,0.43373493975903615,167.3181818181818
Keita Mogaki,JPN,2249,,1807.1599999999999,13,20,7,0,0,0,0,35,64,59,100,93,0.3763440860215054,139.01230769230767
Alfons Dornauer,AUT,1255,,1793.32,28,32,4,0,0,0,0,67,122,151,266,156,0.42948717948717946,64.04714285714286
Domen Skofic,SLO,1129,177.0,1786.58,20,26,6,0,0,0,0,61,97,145,210,124,0.49193548387096775,89.329
Jason Holowach,CAN,1558,,1723.1599999999999,20,26,5,1,0,0,0,46,90,114,199,124,0.3709677419354839,86.15799999999999
Paul Jenft,FRA,547,186.0,1709.5,5,10,3,2,0,0,0,25,43,67,113,45,0.5555555555555556,341.9
Thomas Farrell,AUS,2480,,1691.5,12,18,6,0,0,0,0,48,74,104,143,84,0.5714285714285714,140.95833333333334
Markus Hoppe,GER,4777,,1625.5,13,19,6,0,0,0,0,35,64,70,99,89,0.39325842696629215,125.03846153846153
Sascha Lehmann,SUI,4299,164.0,1623.9899999999998,16,21,4,1,0,0,0,41,76,116,179,100,0.41,101.49937499999999
Sachi Amma,JPN,2254,,1621.5,6,12,4,2,0,0,0,22,37,45,74,54,0.4074074074074074,270.25
Ryuichi Murai,JPN,2266,,1605.0,10,17,6,1,0,0,0,39,58,107,112,78,0.5,160.5
Nicolas Collin,BEL,320,179.0,1584.0,17,22,4,1,0,0,0,40,83,115,230,105,0.38095238095238093,93.17647058823529
Anthony Gullsten,FIN,2798,180.0,1571.33,15,20,5,0,0,0,0,46,82,97,173,95,0.4842105263157895,104.75533333333333
Baptiste Ometz,SUI,4300,,1560.66,18,23,5,0,0,0,0,43,88,107,205,110,0.39090909090909093,86.70333333333333
Michele Caminati,ITA,4780,,1547.6599999999999,11,16,5,0,0,0,0,30,56,48,88,75,0.4,140.69636363636363
Yufei Pan,CHN,2947,173.0,1546.08,20,23,3,0,0,0,0,45,88,131,265,112,0.4017857142857143,77.304
Alexander Averdunk,GER,2017,,1530.5,15,18,3,0,0,0,0,34,74,98,207,87,0.39080459770114945,102.03333333333333
Victor Kozlov,RUS,4866,,1501.5,5,9,3,1,0,0,1,22,35,38,53,41,0.5365853658536586,300.3
Hamish Mcarthur,GBR,696,181.0,1478.5,6,11,5,0,0,0,0,27,43,65,92,50,0.54,246.41666666666666
Arman Ter-Minasyan,RUS,66,,1471.66,21,24,3,0,0,0,0,53,93,113,176,117,0.452991452991453,70.07904761904763
Zan Lovenjak Sudar,SLO,1149,179.0,1419.33,15,19,4,0,0,0,0,33,70,83,152,91,0.3626373626373626,94.622
Sohta Amagasa,JPN,11871,176.0,1412.5,5,10,4,1,0,0,0,22,42,53,93,45,0.4888888888888889,282.5
Masatoshi Sugita,JPN,5683,,1408.0,12,17,5,0,0,0,0,31,62,63,126,80,0.3875,117.33333333333333
Jabee Kim,KOR,2033,,1401.66,20,25,4,1,0,0,0,35,82,88,179,120,0.2916666666666667,70.083
Stanislav Kleshnov,UKR,4788,,1372.0,8,12,3,1,0,0,1,21,45,36,71,56,0.375,171.5
Ross Fulkerson,USA,1871,183.0,1357.5,12,16,3,1,0,0,0,32,61,80,134,76,0.42105263157894735,113.125
Fabien Comina,FRA,4786,,1349.5,8,13,3,2,0,0,0,24,50,49,84,60,0.4,168.6875
Kevin Hemund,SUI,3429,,1335.0,28,30,2,0,0,0,0,61,113,118,228,148,0.41216216216216217,47.67857142857143
Minoru Nakano,JPN,2289,,1316.0,8,13,4,1,0,0,0,29,49,55,85,60,0.48333333333333334,164.5
Nimrod Marcus,ISR,3998,166.0,1315.32,21,25,3,1,0,0,0,42,93,102,182,121,0.34710743801652894,62.63428571428571
Julien Meral,FRA,4503,,1300.5,9,14,4,1,0,0,0,24,52,44,97,65,0.36923076923076925,144.5
Akito Matsushima,JPN,4783,,1283.5,7,11,3,1,0,0,0,25,41,46,87,51,0.49019607843137253,183.35714285714286
Sergei Luzhetskii,RUS,85,,1269.5,15,17,1,1,0,1,0,33,66,91,153,83,0.39759036144578314,84.63333333333334
William Ridal,GBR,645,,1202.66,22,26,4,0,0,0,0,42,89,99,199,126,0.3333333333333333,54.66636363636364
Stefano Ghisolfi,ITA,855,169.0,1188.32,15,19,3,1,0,0,0,33,67,68,131,91,0.3626373626373626,79.22133333333333
Mario Lechner,AUT,1216,,1174.5,8,13,5,0,0,0,0,30,45,59,77,60,0.5,146.8125
Sergei Skorodumov,RUS,89,,1163.08,16,19,2,1,0,0,0,34,75,84,198,92,0.3695652173913043,72.6925
Kevin Heiniger,SUI,3428,,1154.56,29,32,3,0,0,0,0,46,108,113,263,157,0.2929936305732484,39.812413793103445
Nicolas Pelorson,FRA,487,,1135.0,7,10,3,0,0,0,0,26,36,66,74,47,0.5531914893617021,162.14285714285714
Baptiste Nomine,FRA,4784,,1121.6599999999999,9,11,2,0,0,0,0,28,46,50,80,53,0.5283018867924528,124.62888888888887
Yury Novitskiy,RUS,72,,1079.6599999999999,15,17,2,0,0,0,0,42,67,104,147,83,0.5060240963855421,71.97733333333332
Moritz Hans,GER,3185,,1075.0,15,18,3,0,0,0,0,36,64,89,142,87,0.41379310344827586,71.66666666666667
Nikolai Iarilovets,RUS,165,,1074.1599999999999,10,13,2,1,0,0,1,22,51,63,136,62,0.3548387096774194,107.41599999999998
Zach Galla,USA,1926,168.0,1065.8200000000002,12,15,2,1,0,0,0,29,59,70,116,72,0.4027777777777778,88.81833333333334
Jan-Luca Posch,AUT,1245,,1028.01,21,22,1,0,0,0,0,33,81,90,228,109,0.30275229357798167,48.95285714285714
Tim Reuser,NED,3582,,1012.75,7,9,2,0,0,0,0,18,35,42,76,43,0.4186046511627907,144.67857142857142
Gareth Parry,GBR,4905,,990.07,9,12,2,1,0,0,0,25,39,42,62,57,0.43859649122807015,110.00777777777779
Max Kleesattel,GER,3127,173.0,990.0,15,18,3,0,0,0,0,29,69,92,170,87,0.3333333333333333,66.0
Valeriy Kryukov,UKR,1476,,974.0,5,7,2,0,0,0,0,20,27,41,46,33,0.6060606060606061,194.8
Jonathan Partridge,GBR,4796,,969.75,29,30,1,0,0,0,0,45,99,90,215,149,0.30201342281879195,33.439655172413794
Daniel Andersson,SWE,4824,,966.1600000000001,13,15,2,0,0,0,0,26,53,53,95,73,0.3561643835616438,74.32000000000001
Simon Unger,GER,3123,,965.3199999999999,16,18,2,0,0,0,0,36,68,85,142,88,0.4090909090909091,60.332499999999996
Haibin Qu,CHN,2931,,960.8299999999999,13,15,2,0,0,0,0,21,49,44,98,73,0.2876712328767123,73.91
Bastien Gerland,FRA,4799,,943.66,12,14,1,1,0,0,0,29,52,51,84,68,0.4264705882352941,78.63833333333334
Peter Würth,GER,4976,,933.74,25,26,1,0,0,0,0,37,90,83,216,129,0.2868217054263566,37.3496
Jonatan Flor Vazquez,ESP,797,,933.6,16,19,3,0,0,0,0,46,75,137,180,92,0.5,58.35
Antoine Vandeputte,FRA,4779,,923.5,5,8,3,0,0,0,0,17,29,36,56,37,0.4594594594594595,184.7
Shinta Ozawa,JPN,4934,,921.0,9,12,3,0,0,0,0,23,42,66,89,57,0.40350877192982454,102.33333333333333
Yuki Hada,JPN,2301,,918.5,7,9,2,0,0,0,0,22,36,51,64,43,0.5116279069767442,131.21428571428572
Kipras Baltrunas,LTU,4364,,914.3100000000001,22,25,3,0,0,0,0,41,89,97,215,122,0.3360655737704918,41.55954545454546
Mikhail Chernikov,RUS,61,,906.0,11,13,2,0,0,0,0,28,51,59,92,63,0.4444444444444444,82.36363636363636
Andre Difelice,CAN,1572,,889.1,12,15,3,0,0,0,0,34,62,76,117,72,0.4722222222222222,74.09166666666667
Olivier Lebreton,FRA,4782,,888.0,7,9,2,0,0,0,0,17,36,26,61,43,0.3953488372093023,126.85714285714286
Marco Antonio Jubes Angarita,ESP,774,,877.5,10,13,2,1,0,0,0,23,37,70,85,62,0.3709677419354839,87.75
Tatsuya Muraoka,JPN,5869,,835.0,2,4,1,1,0,1,0,8,14,21,39,18,0.4444444444444444,417.5
Sebastien Lazure,CAN,1571,,832.4900000000001,29,30,1,0,0,0,0,39,100,89,230,149,0.26174496644295303,28.706551724137935
Jérôme Meyer,FRA,412,,825.0,2,5,2,1,0,0,0,12,19,23,29,22,0.5454545454545454,412.5
Kyle Owen,USA,1716,,824.5,5,8,2,1,0,0,0,14,31,22,50,37,0.3783783783783784,164.9
Vasya Vorotnikov,USA,1746,,822.5,6,8,2,0,0,0,0,14,31,41,65,38,0.3684210526315789,137.08333333333334
Ram Levin,ISR,3991,171.0,810.3299999999999,19,21,1,1,0,0,0,26,65,67,156,103,0.2524271844660194,42.64894736842105
Tomasz Oleksy,POL,4581,,806.5,8,10,2,0,0,0,0,18,31,32,48,48,0.375,100.8125
Eric Sethna,CAN,1564,,806.5,14,15,1,0,0,0,0,28,55,77,137,74,0.3783783783783784,57.607142857142854
Jure Becan,SLO,4795,,793.75,14,17,3,0,0,0,0,35,60,72,103,82,0.4268292682926829,56.69642857142857
Josh Larson,USA,1735,,770.83,16,18,2,0,0,0,0,29,67,67,145,88,0.32954545454545453,48.176875
Sam Avezou,FRA,532,170.0,761.49,7,9,2,0,0,0,0,16,36,42,85,43,0.37209302325581395,108.78428571428572
Kaito Watanabe,JPN,2331,,760.16,7,9,2,0,0,0,0,21,32,55,82,43,0.4883720930232558,108.5942857142857
Pierre Duroche,FRA,5533,,758.0,6,8,2,0,0,0,0,14,29,20,49,38,0.3684210526315789,126.33333333333333
Philipp Martin,GER,765,173.0,734.66,14,16,2,0,0,0,0,25,56,67,144,78,0.32051282051282054,52.47571428571428
Robert D'Anastasio,USA,4840,,723.5,6,9,3,0,0,0,0,14,34,42,85,42,0.3333333333333333,120.58333333333333
Sangwon Son,KOR,2032,,719.0,5,8,3,0,0,0,0,13,28,29,68,37,0.35135135135135137,143.8
Zida Ma,CHN,2938,,718.0,11,13,2,0,0,0,0,14,42,51,119,63,0.2222222222222222,65.27272727272727
Eric  Lopez Mateos,ESP,775,,714.75,18,20,2,0,0,0,0,34,64,73,130,98,0.3469387755102041,39.708333333333336
Artem Petrakov,RUS,90,,707.5,9,11,2,0,0,0,0,9,32,25,73,53,0.16981132075471697,78.61111111111111
Michael O'Rourke,USA,1745,,701.0,10,12,2,0,0,0,0,21,50,48,106,58,0.3620689655172414,70.1
Edvards Gruzitis,LAT,4168,181.0,694.5,7,8,1,0,0,0,0,13,31,47,80,39,0.3333333333333333,99.21428571428571
Austin Geiman,USA,1736,,671.33,15,16,1,0,0,0,0,33,69,78,146,79,0.4177215189873418,44.75533333333333
Sin-Fai Ho,HKG,2211,,643.0,10,11,1,0,0,0,0,13,35,36,96,54,0.24074074074074073,64.3
Julian Bautista,USA,5989,,640.0,2,4,2,0,0,0,0,11,16,18,30,18,0.6111111111111112,320.0
Alex Waterhouse,GBR,652,,640.0,8,9,1,0,0,0,0,21,35,51,77,44,0.4772727272727273,80.0
Benoit Heintz,FRA,4790,,636.58,15,16,1,0,0,0,0,26,53,44,81,79,0.3291139240506329,42.43866666666667
Bruno Macias Matutano,ESP,4789,,622.0,10,11,1,0,0,0,0,28,43,54,64,54,0.5185185185185185,62.2
Qinghua Wang,CHN,2927,,622.0,7,8,1,0,0,0,0,9,24,14,38,39,0.23076923076923078,88.85714285714286
Vasily Kozlov,RUS,47,,615.5,6,8,2,0,0,0,0,11,25,31,57,38,0.2894736842105263,102.58333333333333
Anton Johansonn,FIN,6052,,614.1600000000001,14,16,2,0,0,0,0,26,53,60,110,78,0.3333333333333333,43.868571428571435
Christoph Schweiger,GER,4252,187.0,612.5,13,14,1,0,0,0,0,25,51,74,124,69,0.36231884057971014,47.11538461538461
Alberto Ginés López,ESP,811,178.0,609.83,8,10,2,0,0,0,0,14,35,41,100,48,0.2916666666666667,76.22875
William Bosi,GBR,648,,597.3199999999999,8,9,1,0,0,0,0,23,36,55,71,44,0.5227272727272727,74.66499999999999
Ian Dory,USA,4850,,594.66,8,9,1,0,0,0,0,13,36,26,63,44,0.29545454545454547,74.3325
Benjamin Hanna,USA,1758,,576.99,17,18,1,0,0,0,0,23,63,61,147,89,0.25842696629213485,33.940588235294115
Jaha Kim,KOR,2034,,556.5,10,11,1,0,0,0,0,18,36,35,68,54,0.3333333333333333,55.65
Didier Hoarau,FRA,4804,,554.66,5,6,1,0,0,0,0,8,22,19,33,29,0.27586206896551724,110.93199999999999
Mathieu Ternant,FRA,11535,,545.0,3,6,3,0,0,0,0,12,24,26,71,27,0.4444444444444444,181.66666666666666
Kento Yamaguchi,JPN,13320,,530.0,5,6,1,0,0,0,0,15,26,33,48,29,0.5172413793103449,106.0
Max Rudigier,AUT,1221,,526.48,12,14,2,0,0,0,0,18,43,36,81,68,0.2647058823529412,43.873333333333335
Kazuma Watanabe,JPN,4937,,523.0,6,8,2,0,0,0,0,12,26,18,46,38,0.3157894736842105,87.16666666666667
Matthew Cousins,GBR,667,,514.5,12,12,0,0,0,0,0,26,47,62,123,60,0.43333333333333335,42.875
Jakub Glowka,POL,2846,,514.01,18,19,0,1,0,0,0,28,58,73,116,94,0.2978723404255319,28.55611111111111
Nils Favre,SUI,4306,176.0,489.22,25,26,1,0,0,0,0,34,90,86,221,129,0.26356589147286824,19.5688
Naoki Shimatani,JPN,2271,,480.5,2,3,1,0,0,0,0,7,8,17,15,14,0.5,240.25
Victor Baudrand,CAN,1644,175.0,475.0,6,7,1,0,0,0,0,12,27,40,96,34,0.35294117647058826,79.16666666666667
Elias Weiler,AUT,1229,,461.33,22,23,1,0,0,0,0,31,75,87,160,114,0.2719298245614035,20.969545454545454
Ondrej Svub,SVK,4801,,459.26000000000005,15,16,1,0,0,0,0,21,48,54,88,79,0.26582278481012656,30.617333333333338
Ivan Kaurov,RUS,4864,,442.5,3,4,1,0,0,0,0,7,11,11,13,19,0.3684210526315789,147.5
Ignasi Tarrazona Gasque,ESP,5858,,440.65999999999997,11,12,1,0,0,0,0,27,45,42,73,59,0.4576271186440678,40.059999999999995
Riccardo Piazza,ITA,882,,433.56999999999994,18,19,1,0,0,0,0,30,69,83,177,94,0.3191489361702128,24.08722222222222
Marcello Bombardi,ITA,854,177.0,432.83,19,19,0,0,0,0,0,32,69,76,158,95,0.3368421052631579,22.780526315789473
Shawn Raboutou,USA,1794,,432.0,5,6,1,0,0,0,0,14,24,36,87,29,0.4827586206896552,86.4
Vlas Gavrilov,RUS,122,,431.0,8,9,1,0,0,0,0,16,32,57,87,44,0.36363636363636365,53.875
Michiel Nieuwenhuijsen,NED,3583,,419.0,8,9,1,0,0,0,0,15,32,33,71,44,0.3409090909090909,52.375
Yuval Shemla,ISR,3989,,418.5,13,14,1,0,0,0,0,13,42,38,97,69,0.18840579710144928,32.19230769230769
Chris Sharma,USA,4665,,415.0,1,2,1,0,0,0,0,2,7,2,8,9,0.2222222222222222,415.0
Zach Lerner,USA,4791,,413.16,4,5,1,0,0,0,0,10,20,16,25,24,0.4166666666666667,103.29
Satone Yoshida,JPN,11390,168.0,411.5,5,6,1,0,0,0,0,13,24,38,59,29,0.4482758620689655,82.3
Georg Parma,AUT,1234,,406.33000000000004,20,20,0,0,0,0,0,39,72,101,174,100,0.39,20.3165
Hongshu Qiu,CHN,6145,,405.0,4,6,2,0,0,0,0,6,16,11,26,28,0.21428571428571427,101.25
Blaz Rant,SLO,5099,,384.5,7,9,2,0,0,0,0,14,32,37,68,43,0.32558139534883723,54.92857142857143
Nalle Hukkataival,FIN,5611,,382.5,4,5,1,0,0,0,0,11,16,27,33,24,0.4583333333333333,95.625
Andre Borowka,GER,5265,,381.15999999999997,6,8,2,0,0,0,0,14,22,25,43,38,0.3684210526315789,63.526666666666664
Amir Nouri,IRI,3486,,373.5,11,12,1,0,0,0,0,16,32,57,106,59,0.2711864406779661,33.95454545454545
Kai Lightner,USA,1772,,373.15999999999997,7,7,0,0,0,0,0,15,25,37,45,35,0.42857142857142855,53.308571428571426
Fabien Dugit,FRA,4690,,372.15999999999997,4,5,1,0,0,0,0,12,18,24,27,24,0.5,93.03999999999999
Bjørn Arnel Iisager,DEN,3855,,370.48999999999995,24,24,0,0,0,0,0,38,78,89,169,120,0.31666666666666665,15.437083333333332
Chua Dennis,SGP,3644,,365.5,12,12,0,0,0,0,0,16,41,46,90,60,0.26666666666666666,30.458333333333332
Magnus Midtboe,NOR,3058,,364.5,2,3,1,0,0,0,0,7,12,27,34,14,0.5,182.25
Adam Watson,GBR,6091,,358.5,3,4,1,0,0,0,0,10,16,15,22,19,0.5263157894736842,119.5
Terry Paholek,CAN,4847,,357.0,5,6,1,0,0,0,0,7,19,12,41,29,0.2413793103448276,71.4
Sebastien Jalmain,FRA,5381,,355.5,5,5,0,0,0,0,0,12,21,18,34,25,0.48,71.1
Joackym Ramsamy,FRA,5657,,354.5,7,8,1,0,0,0,0,11,28,22,62,39,0.28205128205128205,50.642857142857146
